#flatfile
1	Intracellular_Signal_Transduction	107
1	Intracellular_Signal_Transduction	108
1	Intracellular_Signal_Transduction	109
1	Intracellular_Signal_Transduction	196883
1	Intracellular_Signal_Transduction	111
1	Intracellular_Signal_Transduction	114
1	Intracellular_Signal_Transduction	115
1	Intracellular_Signal_Transduction	80728
1	Intracellular_Signal_Transduction	51062
1	Intracellular_Signal_Transduction	472
1	Intracellular_Signal_Transduction	10458
1	Intracellular_Signal_Transduction	10409
1	Intracellular_Signal_Transduction	57596
1	Intracellular_Signal_Transduction	84446
1	Intracellular_Signal_Transduction	801
1	Intracellular_Signal_Transduction	805
1	Intracellular_Signal_Transduction	808
1	Intracellular_Signal_Transduction	810
1	Intracellular_Signal_Transduction	91860
1	Intracellular_Signal_Transduction	811
1	Intracellular_Signal_Transduction	8536
1	Intracellular_Signal_Transduction	57118
1	Intracellular_Signal_Transduction	57172
1	Intracellular_Signal_Transduction	815
1	Intracellular_Signal_Transduction	816
1	Intracellular_Signal_Transduction	817
1	Intracellular_Signal_Transduction	818
1	Intracellular_Signal_Transduction	55450
1	Intracellular_Signal_Transduction	814
1	Intracellular_Signal_Transduction	10487
1	Intracellular_Signal_Transduction	10486
1	Intracellular_Signal_Transduction	100415863
1	Intracellular_Signal_Transduction	11113
1	Intracellular_Signal_Transduction	1152
1	Intracellular_Signal_Transduction	1267
1	Intracellular_Signal_Transduction	1457
1	Intracellular_Signal_Transduction	1460
1	Intracellular_Signal_Transduction	1495
1	Intracellular_Signal_Transduction	1496
1	Intracellular_Signal_Transduction	1499
1	Intracellular_Signal_Transduction	1500
1	Intracellular_Signal_Transduction	1501
1	Intracellular_Signal_Transduction	1612
1	Intracellular_Signal_Transduction	1620
1	Intracellular_Signal_Transduction	9201
1	Intracellular_Signal_Transduction	54769
1	Intracellular_Signal_Transduction	9732
1	Intracellular_Signal_Transduction	2029
1	Intracellular_Signal_Transduction	54332
1	Intracellular_Signal_Transduction	2885
1	Intracellular_Signal_Transduction	2932
1	Intracellular_Signal_Transduction	2977
1	Intracellular_Signal_Transduction	2982
1	Intracellular_Signal_Transduction	2983
1	Intracellular_Signal_Transduction	3094
1	Intracellular_Signal_Transduction	9456
1	Intracellular_Signal_Transduction	9454
1	Intracellular_Signal_Transduction	3208
1	Intracellular_Signal_Transduction	3241
1	Intracellular_Signal_Transduction	51440
1	Intracellular_Signal_Transduction	3265
1	Intracellular_Signal_Transduction	3631
1	Intracellular_Signal_Transduction	9922
1	Intracellular_Signal_Transduction	23096
1	Intracellular_Signal_Transduction	3706
