#flatfile
GO:0099537	trans-synaptic_signaling	1000
GO:0099537	trans-synaptic_signaling	10059
GO:0099537	trans-synaptic_signaling	1009
GO:0099537	trans-synaptic_signaling	10142
GO:0099537	trans-synaptic_signaling	1020
GO:0099537	trans-synaptic_signaling	10211
GO:0099537	trans-synaptic_signaling	10369
GO:0099537	trans-synaptic_signaling	104
GO:0099537	trans-synaptic_signaling	10458
GO:0099537	trans-synaptic_signaling	10497
GO:0099537	trans-synaptic_signaling	10636
GO:0099537	trans-synaptic_signaling	10675
GO:0099537	trans-synaptic_signaling	10723
GO:0099537	trans-synaptic_signaling	10755
GO:0099537	trans-synaptic_signaling	10769
GO:0099537	trans-synaptic_signaling	10814
GO:0099537	trans-synaptic_signaling	10815
GO:0099537	trans-synaptic_signaling	11141
GO:0099537	trans-synaptic_signaling	11170
GO:0099537	trans-synaptic_signaling	11178
GO:0099537	trans-synaptic_signaling	11188
GO:0099537	trans-synaptic_signaling	112476
GO:0099537	trans-synaptic_signaling	11252
GO:0099537	trans-synaptic_signaling	112755
GO:0099537	trans-synaptic_signaling	1128
GO:0099537	trans-synaptic_signaling	1129
GO:0099537	trans-synaptic_signaling	1131
GO:0099537	trans-synaptic_signaling	11315
GO:0099537	trans-synaptic_signaling	11346
GO:0099537	trans-synaptic_signaling	114088
GO:0099537	trans-synaptic_signaling	116443
GO:0099537	trans-synaptic_signaling	116841
GO:0099537	trans-synaptic_signaling	120892
GO:0099537	trans-synaptic_signaling	1267
GO:0099537	trans-synaptic_signaling	1268
GO:0099537	trans-synaptic_signaling	127833
GO:0099537	trans-synaptic_signaling	140679
GO:0099537	trans-synaptic_signaling	143425
GO:0099537	trans-synaptic_signaling	1488
GO:0099537	trans-synaptic_signaling	149111
GO:0099537	trans-synaptic_signaling	1499
GO:0099537	trans-synaptic_signaling	152330
GO:0099537	trans-synaptic_signaling	152404
GO:0099537	trans-synaptic_signaling	1605
GO:0099537	trans-synaptic_signaling	1627
GO:0099537	trans-synaptic_signaling	1630
GO:0099537	trans-synaptic_signaling	1728
GO:0099537	trans-synaptic_signaling	1739
GO:0099537	trans-synaptic_signaling	1740
GO:0099537	trans-synaptic_signaling	1741
GO:0099537	trans-synaptic_signaling	1742
GO:0099537	trans-synaptic_signaling	1759
GO:0099537	trans-synaptic_signaling	177
GO:0099537	trans-synaptic_signaling	18
GO:0099537	trans-synaptic_signaling	1837
GO:0099537	trans-synaptic_signaling	1855
GO:0099537	trans-synaptic_signaling	1956
GO:0099537	trans-synaptic_signaling	1977
GO:0099537	trans-synaptic_signaling	2043
GO:0099537	trans-synaptic_signaling	2047
GO:0099537	trans-synaptic_signaling	2048
GO:0099537	trans-synaptic_signaling	2054
GO:0099537	trans-synaptic_signaling	207
GO:0099537	trans-synaptic_signaling	2185
GO:0099537	trans-synaptic_signaling	2257
GO:0099537	trans-synaptic_signaling	22849
GO:0099537	trans-synaptic_signaling	22854
GO:0099537	trans-synaptic_signaling	22871
GO:0099537	trans-synaptic_signaling	22883
GO:0099537	trans-synaptic_signaling	22895
GO:0099537	trans-synaptic_signaling	22930
GO:0099537	trans-synaptic_signaling	22941
GO:0099537	trans-synaptic_signaling	22999
GO:0099537	trans-synaptic_signaling	23025
GO:0099537	trans-synaptic_signaling	23095
GO:0099537	trans-synaptic_signaling	23096
GO:0099537	trans-synaptic_signaling	23154
GO:0099537	trans-synaptic_signaling	23191
GO:0099537	trans-synaptic_signaling	23208
GO:0099537	trans-synaptic_signaling	23228
GO:0099537	trans-synaptic_signaling	23236
GO:0099537	trans-synaptic_signaling	23237
GO:0099537	trans-synaptic_signaling	23316
GO:0099537	trans-synaptic_signaling	2332
GO:0099537	trans-synaptic_signaling	23349
GO:0099537	trans-synaptic_signaling	23373
GO:0099537	trans-synaptic_signaling	23385
GO:0099537	trans-synaptic_signaling	23394
GO:0099537	trans-synaptic_signaling	23396
GO:0099537	trans-synaptic_signaling	23413
GO:0099537	trans-synaptic_signaling	23504
GO:0099537	trans-synaptic_signaling	23513
GO:0099537	trans-synaptic_signaling	23542
GO:0099537	trans-synaptic_signaling	23657
GO:0099537	trans-synaptic_signaling	246213
GO:0099537	trans-synaptic_signaling	2475
GO:0099537	trans-synaptic_signaling	25
GO:0099537	trans-synaptic_signaling	2534
GO:0099537	trans-synaptic_signaling	254263
GO:0099537	trans-synaptic_signaling	2554
GO:0099537	trans-synaptic_signaling	2555
GO:0099537	trans-synaptic_signaling	2556
GO:0099537	trans-synaptic_signaling	2559
GO:0099537	trans-synaptic_signaling	2560
GO:0099537	trans-synaptic_signaling	2561
GO:0099537	trans-synaptic_signaling	2562
GO:0099537	trans-synaptic_signaling	2566
GO:0099537	trans-synaptic_signaling	2571
GO:0099537	trans-synaptic_signaling	2572
GO:0099537	trans-synaptic_signaling	25953
GO:0099537	trans-synaptic_signaling	26012
GO:0099537	trans-synaptic_signaling	26037
GO:0099537	trans-synaptic_signaling	26045
GO:0099537	trans-synaptic_signaling	26050
GO:0099537	trans-synaptic_signaling	26059
GO:0099537	trans-synaptic_signaling	2648
GO:0099537	trans-synaptic_signaling	27020
GO:0099537	trans-synaptic_signaling	27065
GO:0099537	trans-synaptic_signaling	2741
GO:0099537	trans-synaptic_signaling	2743
GO:0099537	trans-synaptic_signaling	2744
GO:0099537	trans-synaptic_signaling	27445
GO:0099537	trans-synaptic_signaling	2752
GO:0099537	trans-synaptic_signaling	2770
GO:0099537	trans-synaptic_signaling	2771
GO:0099537	trans-synaptic_signaling	2890
GO:0099537	trans-synaptic_signaling	2891
GO:0099537	trans-synaptic_signaling	2894
GO:0099537	trans-synaptic_signaling	2895
GO:0099537	trans-synaptic_signaling	28964
GO:0099537	trans-synaptic_signaling	2897
GO:0099537	trans-synaptic_signaling	2898
GO:0099537	trans-synaptic_signaling	2899
GO:0099537	trans-synaptic_signaling	29
GO:0099537	trans-synaptic_signaling	2900
GO:0099537	trans-synaptic_signaling	2901
GO:0099537	trans-synaptic_signaling	2902
GO:0099537	trans-synaptic_signaling	2903
GO:0099537	trans-synaptic_signaling	2904
GO:0099537	trans-synaptic_signaling	2905
GO:0099537	trans-synaptic_signaling	2906
GO:0099537	trans-synaptic_signaling	2911
GO:0099537	trans-synaptic_signaling	2912
GO:0099537	trans-synaptic_signaling	2913
GO:0099537	trans-synaptic_signaling	2914
GO:0099537	trans-synaptic_signaling	2915
GO:0099537	trans-synaptic_signaling	2917
GO:0099537	trans-synaptic_signaling	2918
GO:0099537	trans-synaptic_signaling	2931
GO:0099537	trans-synaptic_signaling	2932
GO:0099537	trans-synaptic_signaling	29767
GO:0099537	trans-synaptic_signaling	2983
GO:0099537	trans-synaptic_signaling	30819
GO:0099537	trans-synaptic_signaling	320
GO:0099537	trans-synaptic_signaling	321
GO:0099537	trans-synaptic_signaling	3265
GO:0099537	trans-synaptic_signaling	3269
GO:0099537	trans-synaptic_signaling	3312
GO:0099537	trans-synaptic_signaling	347733
GO:0099537	trans-synaptic_signaling	348
GO:0099537	trans-synaptic_signaling	351
GO:0099537	trans-synaptic_signaling	3556
GO:0099537	trans-synaptic_signaling	3688
GO:0099537	trans-synaptic_signaling	3706
GO:0099537	trans-synaptic_signaling	3710
GO:0099537	trans-synaptic_signaling	3736
GO:0099537	trans-synaptic_signaling	3745
GO:0099537	trans-synaptic_signaling	375
GO:0099537	trans-synaptic_signaling	3751
GO:0099537	trans-synaptic_signaling	3766
GO:0099537	trans-synaptic_signaling	3779
GO:0099537	trans-synaptic_signaling	3780
GO:0099537	trans-synaptic_signaling	3785
GO:0099537	trans-synaptic_signaling	3786
GO:0099537	trans-synaptic_signaling	3798
GO:0099537	trans-synaptic_signaling	3799
GO:0099537	trans-synaptic_signaling	3815
GO:0099537	trans-synaptic_signaling	3845
GO:0099537	trans-synaptic_signaling	388135
GO:0099537	trans-synaptic_signaling	388336
GO:0099537	trans-synaptic_signaling	3908
