1740
9229
9228
58512
22839
2904
2903
2902
1742
8831
10458
57596
815
1213
2892
2891
2752
2597
2775
9922
23096
5354
1739
5532
5530
8671
481
6506
9114
5315
498
4905
5594
291
816
9211
6812
112755
7416
377
1267
6208
6188
38
506
1072
830
6624
2890
2893
9378
4747
6711
5052
5093
8514
1741
5160
5162
55752
5413
8997
81855
8803
539
7531
29
11331
5879
292
56899
3983
6857
7417
10093
50
10369
